,sources_quote,label
11623,whale live long seaworld wild,0
11624,recent solar energy policy georgia resulted rate hike result solar becoming economically viable,0
11625,creflo dollar needed 65 million gulfstream g650 carry thousand pound food supply well word god worldwide,0
11626,recent economic uptick appears coincide expectation new republican congress,0
11627,42 percent young georgian college certificate degree soon 60 percent job require college credential,0
11628,doubled size company hewlettpackard,0
11629,wisconsin nondiscrimination law doesnt protect member transgender community,0
11630,amazing fact senate already voted amendment 2015 reid allowed year last year,0
11631,people watched morning joe cnn hln 5 year row,0
11632,democratic leader senate harry reid blocked vote keystone pipeline year,0
11633,used child school werent vaccinated true medical condition 19 state allow personal belief exemption,0
11634,poll indicate white people think black people le intelligent think theyre le trustworthy le patriotic,0
11635,say hillary clinton rejection effort make easier vote harder cheat defies logic majority american,0
11636,public support abortion actually going little bit poll show,0
11637,newly elected republican senator sign pledge eliminate food stamp program 2015,0
11638,say jeb bush opposes marriage equality he said personally belief gay couple banned adopting child,0
11639,new tax increase went effect jan 1 2015 passed affordable care act aka obamacare,0
11640,dont know jonathan gruber,0
11641,senior citizen hispanic fastestgrowing demographic country,0
11642,hate speech excluded protection first amendment,0
11643,poor people today percentage population 1970s,0
11644,congress 11 percent approval rating yet 964 percent incumbent lawmaker reelected 2014,0
11645,according recent report group death panel organized obamacare ordered first execution,0
11646,georgia led nation student fatality caused motorist illegally passing stopped school bus,0
11647,according state florida almost twice likely attacked alligator someone happens carry concealandcarry permit,0
11648,7000 american lost life climate changefueled event last year,0
11649,private company building natural gas pipeline florida forced spend month review six federal agency,0
11650,administrative employee college university doubled last 25 year outpacing growth student 2 1,0
11651,cia paid two psychologist 81 million develop run torture program,0
11652,tsa accept driver priv card id airport,0
11653,exposure electromagnetic field power line associated childhood leukemia disease,0
11654,graduation rate player major football college still twenty point male campus peer worsened past three year,0
11655,georgia country second highest number fraudulent tax refund claim,0
11656,say israel prime minister benjamin netanyahu didnt change position twostate solution,0
11657,average grocery store roughly 75 percent processed food contain genetically modified organism gmos,0
11658,many alarmist global warming theyve got problem science doesnt back particular satellite data demonstrate last 17 year there zero warming,0
11659,texas law repatriate 1 billion gold bullion federal reserve new york texas,0
11660,top onetenth 1 percent american almost much wealth bottom 90 percent,0
11661,number illegal immigrant united state 30 million could 34 million,0
11662,look earned income tax credit 25 percent fraud rate looking 20 billion 30 billion,0
11663,affordable care act basically put penalty tax employer every new job create,0
11664,super bowl one highest level human sex trafficking activity event country,0
11665,say jeb bush released 10 percent email,0
11666,moved white house lowest net worth family since harry truman,0
11667,say secretary state john kerry senator flew managua met communist dictator daniel ortega accused reagan administration engaging terrorism,0
11668,national technical information service spends million taxpayer dollar print sell government document available free online search,0
11669,exception baby formula federal government require food carry expiration date state law vary widely,0
11670,atmospheric condition could push football pressure approximately oneandahalf pound per square inch,0
11671,insured floridian pay 2000 every hospital stay cover cost uninsured,0
11672,cost 50000 per enrollee obamacare next 10 year,0
11673,loretta lynch new nominee attorney general member bill clinton defense team 1992 whitewater corruption probe,0
11674,say leadership wisconsin median household income 27 13 nationally president obama,0
11675,deployed texas national guard texasmexico border policy worked apprehension border declined 74 percent,0
11676,david perdue opposes law provide equal pay protection woman,0
11677,recently opportunity vote give president limited authority begin strike terrorist iraq syria,0
11678,nonprofit group feeding america lying claim one five kid fighting starvation daily united state,0
11679,mary landrieu voted take away gun right,0
11680,onehundred time many people worked way poverty american middle class presidency compared ronald reagan presidency,0
11681,13 kid drop high school cannot go college start career,0
11682,214000 doctor opt obamacare exchange,0
11683,family del valle city austin resident drive bastrop go closest grocery store,0
11684,2012 redistricting wisconsin competitive congressional district,0
11685,goal 10 percent city providence contract going woman minority business reality le 1 percent contract go woman minority business,0
11686,2011 measure passed law wendy davis support remove attorney general ability settle lawsuit like school funding case,0
11687,say donald trump supported canadianstyle universal health care system,0
11688,president barack obama met iranian president hassan rouhani,0
11689,obamas clean power plan eliminates coalfired power plant,0
11690,texas capitol face south toward goliad memory horrific battle texas revolution,0
11691,94 percent employed department education federal level deemed department nonessential employee,0
11692,justice department fast furious gunwalking program started bush administration,0
11693,scott walker elected governor promise take campaign contribution date inauguration signing state budget broke taking nearly 56 million,0
11694,georgia 12 school shooting two year since mass killing sandy hook elementary school state,0
11695,congress special group people 80 percent never left united state,0
11696,texas house speaker joe straus said care wallace hall swing tree,0
11697,wealth gap black white united state greater blackwhite wealth gap apartheid south africa,0
11698,homemortgage deduction widely thought middleclass benefit 73 percent go people making quartermillion dollar year,0
11699,federal deficit would pay 40 gallon new hampshire maple syrup everyone united state,0
11700,al franken said almost exactly trump said john mccains military record,0
11701,college tuition rate texas jumped 55 since 2003,0
11702,since gov nathan deal office 2011 state rainy day fund grown 643 percent,0
11703,baltimore spends third highest per caput public school,0
11704,laying 30000 people carly fiorina said retrospect would done faster,0
11705,young black male involved criminal justice system higher education,0
11706,united state modernizing nuclear weapon,0
11707,republican party presidential election without either bush nixon ticket since 1928,0
11708,united state people prison russia china north korea combined,0
11709,nobody suffered lasting injury cia interrogation program,0
11710,greg abbott surrogate referred woman victim rape incest though somehow confronting minor issue,0
11711,say mary landrieu voted fund benefit illegal immigrant ahead veteran,0
11712,health insurance cost floridian 30 percent,0
11713,congress adjourned earliest time congressional history election,0
11714,even old gen eisenhower saluted military personnel president,0
11715,congress includes 36 people accused spousal abuse 84 arrested drunk driving past year 71 terrible credit,0
11716,social security medicare ponzi scheme,0
11717,2001 02 pension system funded 100 level year two year point,0
11718,say mark warner told politifact national lie year 2013,0
11719,michelle nunns plan say funded organization linked terrorist,0
11720,sen mark begich cast deciding vote favor president obamas authority issue executive amnesty illegal alien,0
11721,say president barack obama attacked potential terrorist target syria middle night minimize terrorist casualty,0
11722,2011 islamic state attempted attack fort knox,0
11723,martha kanter dispatched corvallis 17 million stimulus money save craig robinson job,0
11724,say president barack obama sending much larger force deal ebola isi getting,0
11725,say gwen graham washington lobbyist,0
11726,2014 midterm election spending left right equal,0
11727,800 million muslim radicalized half muslim earth thats minority thats majority,0
11728,jeanne shaheen principally involved plot lois lerner president barack obamas political appointee irs lead program harassment conservative nonprofit group 2012 election,0
11729,people losing insurance due obamacare becoming newly insured,0
11730,25000 business created since scott walker took office,0
11731,say rick scott cut education billion dollar meaning thousand teacher lost job class size went,0
11732,scott rothstein victim say swindled charlie crist,0
11733,state budget increased almost 800 million year last two year,0
11734,say clinton burst selfpronounced guideline accepting foreign donation clip bill clinton saying going take foreign donation,0
11735,say raised average family income 50 percent tenure arkansas governor,0
11736,last week three mostviewed television program sunday night football thursday night football monday night football,0
11737,2012 wall street gave scott brown campaign contribution candidate 53 million,0
11738,projected revenue mayweatherpacquiao fight larger annual gdp 29 different country,0
11739,say estate tax many case force family farmer small business owner sell holding,0
11740,u representative voted keep militarizing police received 73 percent campaign money defense industry representative voted stop,0
11741,man killed motorist fatally struck 2yearold back street received 13year sentence bank robbery served two year,0
11742,spent twice much per caput health care country next closest nation,0
11743,say gina raimondos venture capital firm secured secret nobid contract funded taxpayer,0
11744,say mitch mcconnell voted three time corporate tax break send kentucky job overseas,0
11745,sponsored new buy american law,0
11746,texas public school spend average 12000 per pupil per year,0
11747,jorge elorza want impose municipal income tax,0
11748,flight atlanta houston canceled due terrorist dry run,0
11749,fewer civilian casualty cambodia american drone attack,0
11750,next two year 18 billion deficit cost individual wisconsinite 300 1200 family four,0
11751,fox admits lie first amendment right lie deliberately distort news report public airwave,0
11752,say cut medicare affect people already paid paid,0
11753,say u house candidate carlos curbelo supported ending medicare guarantee,0
11754,united state number deduction available corporation corporate income tax,0
11755,say contraception plan cheaper easier sen mark udalls,0
11756,obama admin gutted budget provide trigger lock safety kit,0
11757,obamacare cut senior medicare,0
11758,say comment extremist jv team wasnt specifically referring islamic state,0
11759,isi right crucifying christian iraq literally nailing christian tree,0
11760,say mark pryor voted give social security benefit illegal immigrant,0
11761,mcdonalds hamburger 15 percent real beef 85 percent meat filler cleansed ammonia cause stomach intestinal cancer,0
11762,say dan sullivan approved light sentence sex offender got prison charged gruesome murder sexual assault,0
11763,scott walker gave wisconsin job creation money crony corporate friend contributed campaign got 570 million jobdevelopment incentive,0
11764,thomas jefferson said government best governs least people discipline,0
11765,say sen jeanne shaheens wealth surged public office,0
11766,73 donation raised al ice bucket challenge going fundraising overhead executive salary external donation,0
11767,black america country itd 15th wealthiest nation world,0
11768,say rick scott teamed felon convicted running ponzi scheme smear charlie crist,0
11769,say michigan u senate candidate terri lynn land said guaranteeing equal pay woman job men good idea,0
11770,prosecutor brought indictment texas gov rick perry tie obama tie democrat,0
11771,document released edward snowden reveal american british israeli intelligence agency worked together create islamic state,0
11772,say david perdue made ten million dollar piling firm billion debt,0
11773,ive almost every day,0
11774,say ted cruz bribed koch introduce bill would give ally america national forest park public land open mining drilling fracking logging,0
11775,sen jack reed cast deciding vote senate affordable care act,0
11776,sen jeff merkley voted six time debt,0
11777,say charlie crist made easier duke take money,0
11778,say marilinda garcia support 150 billion new tax,0
11779,congress fiveweek vacation,0
11780,far child died last year drowning bathtub killed accidentally gun,0
11781,say former president czech republic said american people confederacy fool electing barack obama,0
11782,wife ferguson mo police chief said africanamericans ferguson feral violent,0
11783,20 million illegals vote kiss second amendment goodbye,0
11784,gov kitzhaber oversaw creation oregon driver card law behind closed door without allowing input citizen represent public interest,0
11785,say voted even stronger protection violence woman act obamas agenda allow,0
11786,kid coming affluent background taking advantage student loan program grant many middleclass family connection college picking tab,0
11787,baby leading cause poverty spell united state,0
11788,say president obama hijacked farm bill turned food stamp bill,0
11789,men woman guard forced contact food bank feed,0
11790,say tom steyer california billionaire stand profit blocking keystone spending big help bruce braley,0
11791,say scott walker job agency give financial incentive lead wisconsin company look shipping job elsewhere company got 46 million taxpayer money actually reduced job 300 people,0
11792,michelle nunn spent childhood perry ga,0
11793,super bowl sunday highest rate domestic violence,0
11794,three five detainee swapped bowe bergdahl isi leader,0
11795,four mount rushmore independent one critical point career,0
11796,say charlie crist voted minimum wage senate,0
11797,2014 federal tax refund delayed october 2015,0
11798,platform make change current medicare system current retiree anyone approaching retirement,0
11799,republican made easier buy gun state 2010,0
11800,administration gov scott walker northern wisconsin mining economy moving forward people getting good highpaying job,0
11801,3000 teacher lost job crist governor,0
11802,week accepting quartermilliondollar campaign contribution hospital board chairman greg abbott went court victim drugtaking neurosurgeon,0
11803,iowa fourth fastestgrowing personal income united state nationally real wage decreased past eight year congressman bruce braley 27 percent,0
11804,district attorney susan happ took 180000 shady land deal man charged multiple felony count sexual assault offered deferred prosecution,0
11805,office sends federal money back every year,0
11806,nazi imagery used block governor campaign describe supporter allan fung governor,0
11807,say rick scott changed promise 700000 job created top normal growth would 700000 job,0
11808,say president barack obamas recent new york fundraising trip cost 25 million 50 million,0
11809,mayor allan fung raised tax three time,0
11810,united state one 16 country david perdue said pillowtex deposition created job,0
11811,david perdue support 2014 farm bill u sen isakson chambliss,0
11812,congress vacation,0
11813,washington incentivized militarization local police precinct,0
11814,president barack obamas failure push job creation black unemployment rate ferguson mo three time higher white unemployment rate,0
11815,recently rick scott closed 30 woman health care center across state,0
11816,true know isi present ciudad juarez mexico,0
11817,say u house candidate carlos curbelo supported raising flood insurance rate,0
11818,state treasurer rhode island business helped create 1000 job,0
11819,arkansas senior depend social security medicare sen mark pryor support overhaul couldnt get social security turn 68 69,0
11820,news broke ferguson 18yearold michael brown suspect robbery msnbc practically went air behindcloseddoors meeting figure deal new revelation,0
11821,six year u rep gary peter introduced zero bill became law,0
11822,greg abbott nothing pursue report sexual abuse boy west texas staterun school,0
11823,200000 400000 military veteran street country given day,0
11824,say dick cheney debaathisized iraqi government created isi,0
11825,chair senate education committee led charge restore education cut last session,0
11826,say nfl commissioner roger goodell interviewed domestic abuse victim janay rice ray rice present every domestic violence agency every law enforcement agency thats nono,0
11827,say john cornyn dodged draft vietnam war,0
11828,mary burke wasted 125 million dollar vacant lot move could cost taxpayer nearly 25 million,0
11829,say rep bruce braley diowa skipped important va reform hearing attend three fundraiser,0
11830,im conspiracy theorist never allow conspiracy theorist program,0
11831,know stop aid persuade men sex men,0
11832,twenty percent single adult age 21 25 kid working even school trying find job,0
11833,weve 3000 murder connection lax border security,0
11834,say mark pryor continues insist obamacare amazing success,0
11835,milwaukee county taxpayer paid 370000 settle lawsuit decision sheriff david clarke jr use untrained correction officer rather deputy patrol lakefront,0
11836,say jason carter gotten david axelrod come campaign advisor,0
11837,state new york worst nation economic recovery,0
11838,greg abbott charged overseeing state cancer research fund let wealthiest donor take ten million taxpayer dollar without proper oversight showered abbott gift free vacation,0
11839,minimum number infrastructure need atlanta 900 million,0
11840,merging tim hortons canada burger king moving headquarters remain miami continue pay federal state local u tax,0
11841,least quarter apprehended border criminal record,0
11842,2012 nearly 122 million arrest 410 us deadly force police united state,0
11843,say george soros bill gate funding bioweapon lab sierra leone caused ebola outbreak,0
11844,best evidence lose use marijuana teenager regularly eight iq point,0
11845,40 50 percent dropout rate innercity school,0
11846,increase garbage tax mayor allan fung imposed cranston people much 200,0
11847,oregon tradedependent state nation,0
11848,ive either balanced every budget turned back surplus,0
11849,michelle nunns foundation directed grant islamic group tied radical terrorist,0
11850,far war gaza left 1800 palestinian dead population equivalent 100 911s,0
11851,aboard florida 100 percent private venture state money involved,0
11852,proposed medical marijuana amendment florida dont get refill get forever,0
11853,rick scott took 200000 family leased land drilling trying hide,0
11854,music industry biggest export africa oil gas,0
11855,obama administration going come next several month youre even going able burn coal limitedly existing plant,0
11856,president come rule say new coalfired power plant,0
11857,havent really proposed phasing aid israel past,0
11858,cost u shut government keep open,0
11859,milwaukee county sheriff david clarke jr advised citizen point barrel center mass pull trigger 911 best option,0
11860,say tom cotton voted preparing america pandemic like ebola,0
11861,say hold record appearance meet press,0
11862,donothing senate 352 house bill sitting harry reid desk awaiting action including 55 introduced democrat,0
11863,say iowa gov terry branstad chartered plane remove 124 young illegal immigrant state take back honduras,0
11864,heroin prescription opioids number one cause accidental preventable death wisconsin,0
11865,georgia taxpayer would send 5000 treasury cover state debt,0
11866,every 28 hour unarmed black person shot cop,0
11867,able go buy automatic weapon people go buy automatic weapon,0
11868,say thom tillis give tax break yacht jet owner,0
11869,last 40 year real wage growth flatlined policy federal reserve driven federal reserve,0
11870,point light world largest volunteer organization,0
11871,last three year alone 13 time supreme court unanimously 90 including president liberal pick struck president executive order,0
11872,u patent trademark office received zero complaint washington redskin name,0
11873,thanks obamacare average er wait california 5 hour,0
11874,say hillary clinton health care plan 1990s broader provision favor corporate right back providing contraceptive coverage one created hobby lobby supreme court decision,0
11875,justin amash rated michigan 1 conservative national right life,0
11876,say child coming u staggering number president barack obama promising amnesty,0
11877,wisconsin unemployment rate higher u rate three month mary burke state commerce secretary,0
11878,salesclerk hobby lobby need contraception going get service employer health care plan employer doesnt think using contraception,0
11879,alaska attorney general u senate candidate dan sullivan successfully fought protect second amendment right passed stand ground,0
11880,say lived colonia working farm worker,0
11881,he office nearly four year 40 wisconsinite dont know u sen ron johnson,0
11882,gov deal worst record education history state,0
11883,platform republican party say deport everybody hell,0
11884,obama regime planned influx illegal alien child border,0
11885,woman 1 percent world land,0
11886,consumer financial protection bureau passed rule giving agency unprecedented power shut business matter reason time wish,0
11887,balanced budget amendment,0
11888,u senate candidate david perdues company took 3 million federal stimulus program president barack obama created,0
11889,lowest net worth american president 20th century took office,0
11890,say u rep ann mclane kuster used 293000 taxpayer money send campaign mail,0
11891,many people critical secretary john kerry going paris talking hamas kerry seen supporting hamas exclusion arab league,0
11892,ed gillespie support personhood amendment,0
11893,say u senate candidate cory gardner blocked immigration reform voted deport dreamer,0
11894,mitt romney run campaign basis arguing experience business world reason vote,0
11895,united state historic record high individual apprehended border country terrorist tie pakistan afghanistan syria,0
11896,say 125 million incentive deal approved abbott laboratory contained strong protection taxpayer job creation goal met,0
11897,administration slashing navy pay obamacare,0
11898,global warming hoax,0
11899,say rick scott raised property tax,0
11900,asked reporter whether he center criminal scheme violate campaign law gov scott walker nodded yes,0
11901,average nine child day u die gunshot wound,0
11902,since 1999 440 people killed attack church property united state,0
11903,oregon three largest employer 13 top 25 health care provider,0
11904,seek impeachment president bush,0
11905,say u house candidate carlos curbelo opposes repeal obamacare,0
11906,would create thousand job colorado keystone pipeline built,0
11907,current immigration crisis republican want repeal 2008 law president george w bush signed want record wanting protect child sex trafficking,0
11908,say charlie crist signed nation harshest marijuana law,0
11909,government armed force stockpiling hundred million round ammunition domestic use,0
11910,wendy davis legal work currently fbi investigation,0
11911,nearly sixyear delay approving keystone costing american 100000 job,0
11912,governor crist 3000 teacher laid,0
11913,jim doyle governor mary burke commerce secretary wisconsin saw billion middleclass tax hike nursing home bed gas phone garbage,0
11914,nasa scientist fudged number make 1998 hottest year overstate extent global warming,0
11915,say barack obama first president appoint 45 czar replace elected official office,0
11916,governing magazine estimated state dont expand medicaid minimum said 40 percent rural hospital close state,0
11917,say common core federal mandate,0
11918,president ronald reagan illegal immigrant pouring like,0
11919,rick scott fund preschool education,0
11920,36 state republican charge refused implement state health insurance exchange,0
11921,last year involved effort help prosecutor get first pay raise 10 year,0
11922,new hampshire legislature raised gasoline tax gas price state skyrocketing,0
11923,3000 homicide committed illegal alien past six year,0
11924,obamas 2012 policy younger immigrant created child coming across border,0
11925,say new report show devastating tax hike health care law middleclass kentuckian,0
11926,76 percent doctor support use medical marijuana,0
11927,compared president obama president reagan rushed home santa barbara vacation reagan ranch korean jetliner shot air russian,0
11928,number job created people lifted poverty bill clinton presidency hundred time president ronald reagan,0
11929,say former federal reserve chairman alan greenspan said worker insecure thats healthy society theyll serve master gladly passively,0
11930,say hillary clinton laid groundwork getting chemical weapon syria,0
11931,redskin used historically term respect,0
11932,new carbon regulation increase electric bill 17 billion every year potentially put average 224000 people work every year,0
11933,qatari dont really work,0
11934,eric cantor voted fully fund obamacare october,0
11935,say never wanted raise debt ceiling,0
11936,say gov scott walker made wisconsin 2nd nation losing job,0
11937,say barack obama broke decadesold policy negotiating terrorist,0
11938,milwaukee secondhighest number child recovered sex trafficking,0
11939,say liberal immigration reform group endorsed gop primary opponent dave brat,0
11940,say barack obama american president visited dday monument normandy dday,0
11941,peter kilmartin voted 38 studio loan guarantee state house job twist legislator arm vote deal like,0
11942,solar panel drain sun energy,0
11943,say opponent mary burke told reporter would required worker give bargainedfor healthcare retirement benefit like gov walker,0
11944,say president barack obama said got bin laden terrorism problem solved,0
11945,say barack obama said ordinary men woman smallminded govern affair individual surrender right allpowerful sovereign,0
11946,proposed gogebic iron ore mine hill apostle island national lakeshore cave along lake superior,0
11947,mark warner record one acting keystone xl pipeline,0
11948,say flood nonmexicans apprehended border people coming state like syria substantial connection back terrorist regime terrorist operation,0
11949,senate proposal restore emergency unemployment benefit five month fully paid,0
11950,say secret john doe criminal investigation campaign resolved two judge said,0
11951,un arm treaty infringes upon right keep bear arm,0
11952,average age minimum wage worker 35 year old,0
11953,even state agency took cut gov nathan deal increased education spending every year,0
11954,say 11 soccer player u men national team immigrant,0
11955,isi leader abu bakr al baghdadi released obama 2009,0
11956,decision cancel trademark washington redskin patent trademark office barack obama,0
11957,3 billion next five year taken public school put voucher,0
11958,74 percent republican support affordable care act,0
11959,say 70 percent virginia medicaid cost senior nursing home,0
11960,fox news banned canada violates law prevents news channel lying viewer,0
11961,say nothing obamas 37 billion request address child immigrant situation actually secures border,0
11962,although governor doubled beach fee money found going outofstate company state isnt even getting money,0
11963,child crossing border president barack obama said come youre going able stay going enforce law,0
11964,last night general assembly 11 oclock 95 98 percent business done really didnt latenight session holding one bill,0
11965,u supreme court five guy start determining contraception legal,0
11966,2011 rebuild america job act would cost average american family 1000 year making significant impact fix infrastructure road,0
11967,cosponsored rebuild america job act transportation infrastructure,0
11968,without financial resource provided hunter protect habitat stop poacher would infrastructure wildlife management,0
11969,say congressman jack kingston voted raise pay seven time,0
11970,undocumented child picked border told appear later court 90 percent show,0
11971,say mitch mcconnell voted raise medicare cost current kentucky senior 6000,0
11972,justice john robert signed obamas arrest treason,0
11973,image nine white blond woman show amazing diversity fox news anchor,0
11974,jason carter support using georgia tax dollar promote obamacare,0
11975,came white house dead broke debt,0
11976,judging recent vote rep debbie wasserman schultz think okay medical marijuana patient go federal prison,0
11977,obama sign bill forgiving student loan debt,0
11978,chamber commerce say new carbon regulation kill 244000 job year cost average family 1200 year,0
11979,one 10 minimum wage worker today teen age young person,0
11980,ken block support obamacare,0
11981,u rep eric cantor luis gutierrez touring country last year joined hip working together bipartisan fashion indeed goal immigration reform,0
11982,say armed civilian stop mass shooting gun average 25 people die otherwise average 18 people die,0
11983,congresswoman roslehtinen long record voting va backlog fix,0
11984,pentagon made sincedebunked heroic pow jessica lynch tried avoid capture iraq,0
11985,due action president barack obama burger king national headquarters announced month pulling franchise military base,0
11986,say michele bachmann said fox news country could use president like benjamin franklin,0
11987,medicare going broke trust fund go bankrupt 2026,0
11988,obama administration suing wisconsin company forcing employee speak english,0
11989,obamacare already caused million hardworking virginian lose health insurance,0
11990,oregon 12808 people arrested marijuanarelated crime 2012,0
11991,amid crisis southern border report illegal migrant carrying deadly disease ebola virus,0
11992,first time history thor hammer held woman,0
11993,david perdue never voted republican primary name ballot,0
11994,latino make majority population texas,0
11995,north korea telling people men national team world cup final,0
11996,former president george w bush former vice president dick cheney unable visit europe due outstanding warrant,0
11997,accepting legal immigrant ever history united state,0
11998,say attorney general candidate jon richards went far say would enforce law personally agreed,0
11999,perdue mismanaged pillowtex nearly 8000 people got laid,0
12000,obama administration manipulated deportation data make appear border patrol deporting illegal immigrant bush administration,0
12001,u senate candidate jack kingston spent tax dollar thousand wasteful earmark,0
12002,last year medicaid fraud control unit virginia alone recovered 200 million,0
12003,incandescent light bulb effect whatever planet,0
12004,pell bridge tourism bridge essentially commuter bridge,0
12005,wendy davis fundraiser chicago international socialist organization,0
12006,wendy davis raised money u house democrat member democratic socialist group,0
12007,florida democrat voted impose sharia law woman,0
12008,idaho republican rep mike simpson liberal voted nancy pelosi fund sex study program san francisco prostitute regulate sale firearm,0
12009,say club growth try defeat republican president called nancy pelosi person respect washington,0
12010,200 documented case obama lied,0
12011,death penalty deterrent affect impact people,0
12012,every kentuckian enrolled obamacare 40 dropped coverage,0
12013,attack u diplomatic mission benghazi libya ambassador body dragged street,0
12014,white believe ghost believe racism,0
12015,discussing attack u consulate benghazi libya m rice say terrorist attack put whole thing video,0
12016,senate immigration legislation obamareid plan give illegal immigrant amnesty,0
12017,2000 2008 averaged five mass shooting year averaging 15 thats threefold increase,0
12018,unbelievable sound tax dollar funding federal government zombie apocalypse plan kid,0
12019,every one job created obama administration 75 people went food stamp,0
12020,surface temperature earth stabilized,0
12021,say democratic candidate state school superintendent alisha thomas morgan voted slash funding preschool program disabled special need student,0
12022,president barack obamas budget threatens national security proposing army fewer personnel pearl harbor,0
12023,instate tuition illegal immigrant,0
12024,wendy davis already taken teacher union past 3 democrat gubernatorial candidate combined,0
12025,tom wolf watch tax high killing 100000 pa job,0
12026,oregon school district directing 24 percent food budget purchase local food thats highest percentage country,0
12027,thousand westerner american fighting extremist eastern syria iraq,0
12028,turned 110 million deficit 16 million surplus city,0
12029,obama administration spent 205075 stimulus fund relocate shrub sell 16,0
12030,jeff merkley deciding vote obamacare oregon unmitigated disaster,0
12031,walmart employee receive roughly 5800 public assistance per year,0
12032,say attorney general eric holder recently revealed idea government gun owner wear special bracelet would identify gun owner,0
12033,health care premium 90 percent new hampshire,0
12034,state beer unregulated per caput production significantly higher,0
12035,higher beer production higher consumption go handinhand,0
12036,say scott brown carrying big oil baggage collected 400000 campaign contribution,0
12037,many founding father actively involved cockfighting,0
12038,obama announces plan third term presidential run,0
12039,2007 ed gillespie paid 300000 frontman coalition made individual mandate centerpiece health reform plan,0
12040,say jeanne shaheen voted measure would amounted new national energy tax,0
12041,gun homicide 49 percent past 12 year,0
12042,obamacare one big fat va system,0
12043,say hillary clinton opposed individual mandate favored employer mandate back 1993,0
12044,nearly three week since president commented question possible hidden wait list veteran hospital,0
12045,20 percent time smart gun wont work,0
12046,canadian middle class income higher united state working fewer hour pay living longer average facing le income inequality,0
12047,say mark begich taken campaign cash koch dan sullivan hasnt,0
12048,say picture posted facebook man posing front five decapitated human head one subhuman mongrel president set free,0
12049,news broke veteran dying inadequate health care harry reid senate democrat take action,0
12050,congressman duffy long record voting va backlog fix,0
12051,gov scott walker employer confidence stand 95 percent compared 10 percent end gov jim doylemary burke administration,0
12052,1950s 1960s minimum wage would lift poverty,0
12053,politifact texas gave david dewhurst tv ad pantsonfire rating outrageous lie,0
12054,say scott brown voted give oil company big tax break,0
12055,greenlight pinellas wont take existing lane vehicle,0
12056,say georgia democratic senate hopeful michelle nunn support higher tax,0
12057,rhode island parole board never received objection attorney general parole convicted murder alfred brissette,0
12058,average minimum wage worker 35 year old,0
12059,country constitutional right like second amendment,0
12060,40 percent illegal immigrant visa became illegal mostly changed job,0
12061,sen mark warner tim kaine voted let un take gun,0
12062,74 school shooting america since sandy hook,0
12063,american invented automobile,0
12064,already wisconsin seen fewer people pursuing education career due act 10 collective bargaining law,0
12065,mere request putin president obama withdrew plan missile defense program based poland czech republic,0
12066,idaho republicanled state nation chose partner president obama creating statebased marketplace affordable care act,0
12067,estimate adopting obamacares medicaid expansion show cost virginia taxpayer 902 million 2022,0
12068,medium widely overlooked comment made former president bill clinton hillary clinton terrible concussion took six month recover,0
12069,fifty percent american go hungry time life,0
12070,economic inequality multnomah county face name 90000 face name number county resident still unemployed underemployed wake 2008 wall street crash,0
12071,last flag flying benghazi,0
12072,david dewhursts leadership texas senate passed expansion instate tuition free health care illegal immigrant,0
12073,dan branch lobbied aflcio,0
12074,constitution simply authorize federal government land western state,0
12075,28 percent kentuckian dont online access,0
12076,say dan patrick proposed arizonastyle showmeyourpapers legislation,0
12077,say hillary clinton spent 30 day hospital 2012 appeared wearing glass people traumatic brain injury,0
12078,ryan sittons company accepted 650000 obama stimulus dollar,0
12079,say prodemocratic ad false saying allowed two disgraced staffer 2012 resign,0
12080,300k home owner suicide attributed foreclosure,0
12081,say cory gardner championed eightyear crusade outlaw birth control colorado,0
12082,say he licensed firearm dealer america running congress,0
12083,congress decision spend le around world embassy security contributed tragedy like benghazi,0
12084,epa closed lead smelter missouri lead bullet come overseas,0
12085,say charlie crists campaign bashed sen bill nelson biggovernment solution,0
12086,bundy ranch deal nevada sen harry reid using federal violence take people land state package resell chinese,0
12087,oklahoma republican gov mary fallin signed new law make pay special fee essentially fine people crime using solar power,0
12088,president want u sign un international criminal court,0
12089,1000 american soldier lost life afghanistan last 27 month combined total nine year,0
12090,say al franken voted exempt congress enrolling affordable care act marketplace,0
12091,2005 dan branch tried expand thirdtrimester abortion texas,0
12092,say hasnt changed view abortion restriction,0
12093,say rep justin amash vote democrat republican,0
12094,state rep elena parent supported governor nathan deal plan slash hope scholarship,0
12095,say north carolina republican senate candidate thom tillis called obamacare great idea,0
12096,social science irrefutable child better raised mom dad,0
12097,liberal figured facebook algorithm people getting banned facebook somehow conservative,0
12098,obama proposed 442 tax hike since taking office,0
12099,obamacare enrollment lie obama count enrollee web user putting plan online shopping cart,0
12100,woman paid 77 cent every 1 men get work,0
12101,typical minimum wage earner america teenager living parent middle class family,0
12102,pregnant woman stand five six hour time increase risk preterm pregnancy 80 percent,0
12103,last couple day notice sent official ukraine jew one city indicating identify jew,0
12104,dan patrick changed name danny goeb hide debt,0
12105,democrat much pocket nra,0
12106,know sunday morning usually given conservative white men,0
12107,know 2013 50 percent baby born oregon hispanic,0
12108,eighty percent wall street executive spouse donation go democrat,0
12109,every one 30 federal judge considered issue gay lesbian right since last june ruled marriage constitutional right cannot deprive individual citizen right based sexual orientation,0
12110,big wall street bank big corporation give many time political donation democrat republican,0
12111,25 34yearolds moving austin city america,0
